Title,Discription,Genre
新警察故事,send into a drunken tailspin when hi entir unit be kill by a gang of thrillseek punk disgrac hong kong polic inspector wing need help from hi new rooki partner with a troubl past of hi own to climb out of the bottl and track down the gang and it ruthless leader,"Action, Crime, Drama, Thriller"
The Return of the Living Dead,when foreman frank show new employe freddi a secret militari experi in a suppli warehous in louisvil kentucki the two flute accident releas a ga that reanim corps into flesheat zombi as the epidem spread throughout the town and the creatur satisfi their hunger in gori and outlandish way frank and freddi fight to surviv with the help of their boss and a mysteri mortician,"Comedy, Horror"
Punch-Drunk Love,a social awkward and volatil small busi owner meet the love of hi life after be threaten by a gang of scammer,"Comedy, Drama, Romance"
Point Break,in lo angel a gang of bank robber who call themselv the presid commit their crime while wear mask of reagan carter nixon and johnson believ that the member of the gang could be surfer the fbi send young agent johnni utah to the beach undercov to mix with the surfer and gather inform,"Action, Crime, Thriller"
Bad Boys for Life,marcu and mike be forc to confront new threat career chang and midlif crise as they join the newli creat elit team ammo of the miami polic depart to take down the ruthless armando arm the viciou leader of a miami drug cartel,"Action, Crime, Thriller"
Bullitt,senat walter chalmer be aim to take down mob boss pete ross with the help of testimoni from the crimin hothead brother johnni who be in protect custodi in san francisco under the watch of polic lieuten frank bullet when a pair of mob hitmen enter the scene bullet follow their trail through a maze of complic and doublecross thi thriller includ one of the most famou car chase ever film,"Action, Crime, Thriller"
High Fidelity,when record store owner and compuls listcompil rob gordon get dump by hi longtim girlfriend laura becaus he have n't chang sinc they meet he revisit hi top five breakup of all time in order to figur out what go wrong as he examin hi fail attempt at romanc and happi the process find him be drag kick and scream into adulthood,"Comedy, Drama, Music, Romance"
Mystère,stephani decid to move to the beauti mountain of canal in order to reconnect with hi 8yearold daughter victoria who have be silent sinc her mother disappear dure a walk in the forest a shepherd give victoria a puppi name mysteri who will gradual give her a tast for life but veri quickli stephani discov that the anim be in realiti a wolf despit the warn and the danger of thi situat he can not bring himself to separ hi daughter from thi seemingli harmless ball of hair,"Adventure, Drama, Family"
After,tessa young be a dedic student duti daughter and loyal girlfriend to her high school sweetheart enter her first semest of colleg tessa guard world open up when she meet harden scott a mysteri and brood rebel who make her question all she think she know about herself and what she want out of life,"Drama, Romance"
Where the Heart Is,rosale nation be a 17yearold tennesse transient who have to grow up in a hurri when she s leav pregnant and abandon by her boyfriend on a roadsid and take refug in the friendli aisl of palmar eventu some eccentr but kindli stranger adopt rosale and her infant daughter help them buck the odd and build a new life,"Comedy, Drama, Romance"
Unbreakable,an ordinari man make an extraordinari discoveri when a train accid leav hi fellow passeng dead i and him unscath the answer to thi mysteri could lie with the mysteri elijah price a man who suffer from a diseas that render hi bone as fragil as glass,"Drama, Mystery, Thriller"
Master and Commander: The Far Side of the World,after an abrupt and violent encount with a french warship inflict sever damag upon hi ship a captain of the british royal navi begin a chase over two ocean to captur or destroy the enemi though he must weigh hi commit to duti and feroci pursuit of glori against the safeti of hi devot crew includ the ship thought surgeon hi best friend,"Adventure, Drama, War"
La dea fortuna,alessandro and arturo have be togeth for over 15 year and despit the feel they still have for each other their relationship be now at crisi when alessandro best friend out of the blue ask them to take care of her two kid for a few day someth chang in their daili routin and love will drive them to a crazi and unexpect turn in their life,Drama
A Hidden Life,austrian farmer franz jägerstätter face the threat of execut for refus to fight for the nazi dure world war ii,"Drama, History, War"
Anomalisa,an inspir speaker becom reinvigor after meet a live woman who shake up hi mundan exist,"Animation, Comedy, Drama, Romance"
Silver Linings Playbook,after spend eight month in a mental institut a former teacher move back in with hi parent and tri to reconcil with hi wife,"Comedy, Drama, Romance"
Un sacco bello,three stori set in summer rome three charact all play by overdo an awkward young man meet a spanish tourist anoth one plan a trip toward east with a suitcas full of stock and biro pen a hippi be visit by hi father who tri to convinc him to get back home,Comedy
The Proposal,when she learn she s in danger of lose her visa statu and be deport overbear book editor margaret tate forc her putupon assist andrew paxton to marri her,"Comedy, Drama, Romance"
We Were Soldiers,the stori of the first major battl of the american phase of the vietnam war and the soldier on both side that fight it,"Action, History, War"
रंग दे बसंती,after a group of friend graduat from delhi univers they listless haunt their old campu until a british filmmak cast them in a film she s make about freedom fighter under british rule although the group be larg apolit the tragic death of a friend owe to local govern corrupt awaken their patriot inspir by the freedom fighter they repres in the film the friend collect decid to aveng the kill,"Comedy, Drama, History"
Sherlock Holmes: A Game of Shadows,there be a new crimin mastermind at larg professor moriarti and not onli be he holm intellectu equal but hi capac for evil and lack of conscienc may give him an advantag over the detect,"Action, Adventure, Crime, Mystery"
Yellow Submarine,the wick blue meani take over pepperland elimin all color and music as the onli survivor the lord admir escap in the yellow submarin and journey to liverpool to enlist the help of the beatl,"Adventure, Animation, Comedy, Fantasy, Music"
